800 3
0.239911 0.591371 -0.769885
-0.229353 0.955372 -0.186174
0.471864 0.304105 0.827566
-0.467891 -0.242898 -0.849752
-0.228309 -0.513049 -0.827439
-0.263067 -0.079292 -0.961514
-0.535793 0.269917 -0.800044
-0.269089 -0.344410 -0.899429
-0.296756 -0.395851 -0.869044
-0.078384 -0.163938 0.983351
-0.546763 -0.626396 -0.555588
0.299341 -0.107400 0.948082
0.251194 0.951847 -0.175754
-0.241438 -0.923023 -0.299561
0.081149 0.935630 0.343527
0.459757 0.428470 0.777841
-0.515424 -0.411891 0.751455
-0.303259 0.098245 -0.947830
-0.964424 0.255871 -0.066459
-0.497016 -0.804742 -0.324601
0.115562 -0.901754 -0.416515
-0.297991 0.408969 0.862523
-0.424718 -0.688307 0.588089
-0.856729 0.498286 0.133141
0.114884 -0.176269 0.977615
0.252748 -0.440431 0.861475
-0.038414 0.948686 0.313876
-0.701103 -0.606156 0.375540
-0.147592 -0.083877 -0.985485
-0.858048 -0.224563 0.461871
0.479001 -0.510463 -0.714132
-0.088776 0.953271 0.288778
-0.360761 0.791374 -0.493537
0.530274 0.493058 -0.689712
0.766364 -0.304375 0.565723
-0.224419 -0.291400 -0.929904
-0.897954 0.116516 -0.424385
-0.167236 -0.200397 -0.965336
-0.820792 -0.236875 -0.519798
-0.474906 -0.630958 0.613479
-0.919455 -0.260161 0.294821
-0.143720 -0.781288 0.607399
-0.740157 -0.105318 -0.664136
0.424676 -0.016807 -0.905190
0.165237 0.828704 -0.534740
0.542973 0.425552 -0.723938
0.768684 0.633453 0.088673
0.868123 0.366583 0.334632
-0.607988 0.415538 -0.676520
-0.942240 0.316838 -0.108618
-0.433639 0.486812 0.758269
0.069301 -0.814767 0.575633
-0.694016 -0.719747 0.017522
0.135402 -0.974175 0.180690
0.779811 -0.350015 -0.519023
0.944247 -0.163326 0.285872
0.299019 0.784294 -0.543572
0.173066 0.206213 -0.963081
-0.239019 -0.680851 -0.692323
0.617636 0.413085 -0.669243
-0.951825 -0.153234 0.265611
-0.430520 -0.083092 0.898748
0.198543 -0.236528 -0.951123
-0.725079 0.069214 -0.685179
-0.528370 0.418116 -0.738921
-0.250379 -0.465300 0.849003
-0.019434 -0.353460 0.935248
-0.965975 -0.122355 -0.227864
-0.508084 0.720881 -0.471360
0.571894 0.787116 -0.231056
-0.810617 -0.486936 -0.325260
-0.032830 0.429376 -0.902529
0.849365 0.243607 0.468225
0.016874 -0.544222 -0.838771
0.029281 0.645490 0.763207
-0.867406 0.328374 0.373869
-0.254455 -0.617554 -0.744231
-0.536281 0.654691 0.532713
-0.067520 -0.784755 -0.616117
-0.783968 0.610419 -0.113064
-0.187456 -0.421621 -0.887185
-0.284726 -0.958580 -0.007407
-0.881702 0.334400 -0.332834
0.714469 0.088333 0.694069
-0.157046 0.282054 -0.946458
-0.856622 0.441163 -0.267534
-0.097311 0.759912 0.642700
0.171124 0.495277 0.851714
0.435517 -0.900124 0.010050
-0.742040 0.349625 -0.571960
0.759608 -0.646533 0.070641
-0.498291 0.406021 -0.766063
0.114488 -0.948695 -0.294738
-0.471235 0.357105 -0.806482
0.055394 -0.143817 0.988053
0.029408 -0.921559 -0.387124
-0.707201 0.686226 -0.170179
0.130109 0.600094 0.789277
0.049184 -0.189543 -0.980640
0.799316 -0.263584 0.540016
-0.441370 0.832775 0.334184
-0.439403 -0.814532 -0.378766
-0.356911 0.144838 -0.922842
0.419393 -0.724650 0.546802
0.062548 -0.525514 -0.848483
0.327195 0.571576 -0.752492
0.640906 -0.755383 0.136511
0.996283 -0.063484 0.058225
-0.988185 -0.089800 -0.124205
0.551078 -0.490282 -0.675231
-0.604836 -0.373399 0.703382
0.541071 0.793504 -0.278556
0.041043 0.125949 -0.991187
-0.800859 0.530002 -0.278788
-0.008072 -0.992624 0.120963
0.151882 -0.295401 0.943223
0.137207 -0.534903 0.833698
-0.416601 0.907059 -0.060734
-0.806931 -0.175395 -0.564003
0.743920 0.471783 -0.473290
0.599346 0.506739 0.619678
0.576088 0.664242 0.476345
-0.431444 -0.897069 0.095511
-0.996342 0.030202 0.079946
0.346800 0.871281 -0.347274
-0.762882 0.023947 0.646094
0.468596 0.624996 0.624338
0.555637 0.199940 0.807026
0.553496 -0.754693 0.352251
-0.698065 -0.279226 0.659347
0.280738 -0.132949 0.950532
-0.246692 -0.708410 -0.661286
-0.746217 -0.427445 0.510343
0.278876 -0.640057 0.715930
0.525164 -0.499321 0.689116
0.916890 -0.063984 0.393978
0.360249 0.001182 0.932855
0.652368 -0.735869 0.181421
-0.626530 -0.535560 -0.566247
0.991586 -0.062697 0.113256
-0.258208 -0.045366 0.965024
-0.896106 0.115932 0.428431
0.136359 -0.407885 -0.902793
0.104571 0.746277 0.657370
-0.584032 0.006994 0.811700
0.724383 -0.520390 0.452176
-0.715395 -0.362596 0.597272
0.485537 -0.712729 -0.506233
-0.056957 -0.796644 -0.601759
-0.844763 -0.506689 -0.172168
0.020516 0.999771 0.006011
-0.492994 -0.850795 -0.181947
0.857324 0.496051 -0.137583
-0.545926 -0.552550 0.629804
-0.316125 -0.504730 -0.803313
-0.039200 -0.306461 0.951076
0.682243 -0.558991 0.471247
0.819975 -0.091552 -0.565031
0.116883 -0.972921 -0.199404
-0.866364 -0.486593 -0.112431
0.531732 -0.257133 0.806934
-0.456388 -0.251239 -0.853574
0.973565 0.104282 0.203217
0.283912 0.269512 0.920194
0.640960 -0.748459 -0.170234
-0.980032 0.097013 0.173570
0.376979 -0.555792 0.740933
0.246247 0.944400 -0.217878
-0.433069 -0.147639 0.889187
-0.491524 -0.522652 -0.696591
0.975353 0.198735 0.095872
-0.750963 -0.659664 0.029971
-0.325544 0.381592 0.865106
0.789983 0.254118 0.557988
-0.955356 0.062698 -0.288729
0.108548 0.287322 -0.951664
0.313845 0.306377 -0.898685
0.243189 0.846866 -0.472945
0.597726 0.785918 0.158293
0.346810 0.861240 -0.371468
0.894932 0.245747 -0.372432
-0.556887 -0.633250 0.537467
-0.028679 0.141313 -0.989550
-0.962651 -0.238139 0.128814
-0.294902 -0.821762 -0.487585
-0.946077 0.005255 0.323899
-0.937453 -0.214505 0.274168
-0.188389 0.067580 -0.979766
0.635633 0.627161 -0.450156
-0.736452 0.044674 -0.675013
0.590250 -0.781036 0.203929
0.499215 -0.505989 -0.703391
-0.095893 0.747948 0.656794
0.115213 0.431369 -0.894789
-0.876047 -0.378966 0.298207
-0.618828 -0.751026 0.230243
-0.849545 0.487910 0.200540
0.245678 0.865394 -0.436733
0.701416 -0.238018 -0.671835
0.376051 0.213155 -0.901748
0.385392 0.301702 0.872037
0.592547 0.735264 -0.329051
0.381940 0.659564 0.647377
-0.700277 -0.665586 0.258084
-0.669599 -0.334368 0.663200
0.600058 0.203670 0.773595
0.653001 -0.301279 0.694853
-0.130720 -0.969147 0.208966
-0.074665 -0.975477 0.207050
0.303920 0.127916 0.944071
0.636353 -0.764898 0.099936
0.546182 -0.238782 0.802912
0.552059 -0.054292 -0.832036
0.630836 -0.772986 0.067366
0.192107 -0.845479 -0.498258
-0.885475 -0.074603 -0.458658
0.387196 0.791654 -0.472614
-0.763363 0.565020 -0.313096
0.548231 0.613491 0.568393
0.433702 0.085248 0.897015
0.436166 -0.175417 0.882603
-0.312873 0.936698 0.157186
-0.221240 0.752087 -0.620821
-0.463225 0.806971 0.366362
-0.626573 0.131531 -0.768183
-0.586960 -0.788944 0.181784
0.792282 0.126650 0.596866
0.172607 -0.263827 0.949001
-0.464228 -0.180545 0.867119
0.569307 -0.742581 -0.352794
-0.314960 0.445880 0.837849
-0.886463 0.312702 0.341177
0.909862 0.322667 0.260840
0.355789 0.721746 -0.593715
-0.397128 -0.650878 0.647030
-0.282086 0.506841 0.814579
0.380439 -0.281973 0.880771
0.666584 0.611580 0.426187
0.899500 -0.065575 -0.431972
-0.968530 -0.248560 0.012916
-0.156721 -0.564743 -0.810249
0.981606 -0.003135 0.190894
-0.118106 0.487235 0.865247
-0.831938 0.495382 0.249951
-0.699495 0.157094 -0.697157
0.084316 -0.958997 0.270584
0.290610 -0.636112 0.714778
0.798226 0.581645 0.156601
0.294556 0.607210 -0.737925
-0.069048 0.083856 -0.994083
0.935068 0.348003 -0.067385
-0.968287 -0.133997 0.210867
-0.483862 0.808294 0.335467
0.182734 0.362393 0.913936
0.178855 0.677937 -0.713031
0.636878 -0.431924 0.638614
-0.425955 -0.841088 0.333368
-0.971157 0.194963 0.137271
0.799131 -0.492250 0.345079
0.689936 0.528339 0.494819
-0.018916 -0.675770 0.736870
-0.049453 -0.571721 0.818957
-0.395081 -0.161794 -0.904286
0.360627 0.821916 0.440911
-0.809121 -0.566470 -0.156318
-0.295002 0.909148 0.293980
0.619244 0.694640 0.366075
0.193911 0.809974 -0.553480
0.762840 -0.592167 0.259641
0.708958 0.341549 0.617027
0.009855 0.208603 0.977951
0.921345 0.323582 0.215451
-0.543210 0.208302 -0.813347
0.223319 0.018682 -0.974566
0.725468 -0.546900 -0.417847
0.316150 0.907703 -0.275906
0.808016 0.537116 -0.242109
-0.185684 0.492645 -0.850190
-0.623621 0.176693 -0.761496
0.221749 0.164691 0.961095
0.897224 -0.025997 -0.440810
-0.484983 0.855343 -0.182154
-0.135367 0.441527 0.886978
0.888627 0.365110 -0.277557
-0.272655 0.871759 0.407057
0.955481 0.286412 0.070880
-0.444065 -0.015151 -0.895866
0.071342 -0.992029 -0.103865
-0.679615 -0.733537 -0.006821
0.574286 0.363905 0.733327
0.790338 0.440086 -0.426251
0.089668 -0.518767 -0.850200
0.488604 -0.331451 -0.807098
-0.940552 -0.202631 -0.272585
0.734219 0.600855 0.316062
0.433257 -0.839737 -0.327307
-0.498193 0.806165 -0.319221
-0.242338 0.854680 0.459124
-0.022204 -0.958401 -0.284560
0.987852 0.064248 0.141492
0.760036 0.238779 -0.604425
-0.464577 -0.819462 0.335633
-0.722032 -0.549015 -0.421013
-0.938442 -0.155306 -0.308556
-0.108703 -0.848024 0.518689
-0.144707 -0.525759 -0.838235
0.191603 -0.959249 -0.207675
-0.229824 0.944804 0.233509
-0.292635 -0.774909 -0.560251
-0.937228 -0.348573 0.009990
-0.507751 0.386138 -0.770121
0.906572 0.369460 0.204025
0.168857 -0.879909 0.444124
-0.448282 0.730666 0.514947
-0.060120 -0.048392 0.997017
-0.053700 -0.976220 0.210026
0.635056 0.491408 0.596005
0.582391 0.603923 -0.544149
-0.929280 -0.298975 -0.216914
-0.826193 0.076897 -0.558114
0.772414 -0.635118 0.001216
0.294609 -0.927284 0.230978
-0.073670 -0.746352 -0.661462
0.633636 0.211759 0.744086
0.776443 0.382709 0.500670
0.849232 0.527982 -0.006305
0.200024 -0.638031 0.743577
0.270531 -0.101239 -0.957373
